"Year","Month","ProductID","Revenue","Units"
"2003","Oct-03","647","454019","41"
"2003","Oct-03","658","134530","12"
"2003","Oct-03","669","393044","24"
"2003","Oct-03","670","128230","12"
"2003","Oct-03","671","724046","64"
"2003","Oct-03","676","709682","69"
"2003","Oct-03","681","481408","56"
"2003","Oct-03","682","267693","23"
"2003","Oct-03","683","134275","13"
"2003","Oct-03","687","39284","7"
"2003","Oct-03","691","76929","18"
"2003","Oct-03","702","51966","15"
"2003","Oct-03","713","7809","4"
"2003","Oct-03","714","7809","4"
"2003","Oct-03","715","60270","33"
"2003","Oct-03","716","60270","33"
"2003","Oct-03","725","143258","107"
"2003","Oct-03","726","143258","107"
"2003","Oct-03","729","44596","12"
"2003","Oct-03","730","44596","12"
"2003","Oct-03","733","313501","79"
"2003","Oct-03","734","313501","79"
"2003","Oct-03","739","8313","4"
"2003","Oct-03","740","8313","4"
"2003","Oct-03","753","71049","24"
"2003","Oct-03","754","71049","24"
"2003","Oct-03","757","121252","137"
"2003","Oct-03","758","121252","137"
"2003","Oct-03","759","209841","119"
"2003","Oct-03","760","209841","119"
"2003","Oct-03","761","253561","122"
"2003","Oct-03","762","253561","122"
"2003","Oct-03","767","113212","99"
"2003","Oct-03","768","113212","99"
"2003","Oct-03","769","6299","2"
"2003","Oct-03","770","6299","2"
"2003","Oct-03","785","230811","333"
"2003","Oct-03","786","230811","333"
"2003","Oct-03","787","64249","17"
"2003","Oct-03","788","64249","17"
"2003","Oct-03","795","123520","37"
"2003","Oct-03","796","123520","37"
"2003","Oct-03","797","193188","52"
"2003","Oct-03","800","144871","46"
"2003","Oct-03","802","4031","2"
"2003","Oct-03","804","60460","32"
"2003","Oct-03","816","7937","2"
"2003","Oct-03","819","345537","29"
"2003","Oct-03","826","1736057","154"
"2003","Oct-03","839","82209","9"
"2003","Oct-03","853","4850","1"
"2003","Oct-03","854","155598","19"
"2003","Oct-03","862","8565","4"
"2003","Oct-03","863","40187","11"
"2003","Oct-03","895","187093","27"
"2003","Oct-03","905","13859","2"
"2003","Oct-03","906","110866","22"
"2003","Oct-03","910","542364","105"
"2003","Oct-03","914","76223","11"
"2003","Oct-03","915","600963","90"
"2003","Oct-03","921","6299","1"
"2003","Oct-03","922","34016","6"
"2003","Oct-03","927","579659","107"
"2003","Oct-03","930","113389","18"
"2003","Oct-03","933","20788","3"
"2003","Oct-03","936","37481","6"
"2003","Oct-03","937","12599","2"
"2003","Oct-03","940","123912","15"
"2003","Oct-03","946","293117","35"
"2003","Oct-03","952","31494","10"
"2003","Oct-03","954","465976","56"
"2003","Oct-03","962","17386","3"
"2003","Oct-03","964","863401","222"
"2003","Oct-03","966","843225","148"
"2003","Oct-03","967","510197","63"
"2003","Oct-03","976","663156","172"
"2003","Oct-03","979","118109","25"
"2003","Oct-03","981","120920","64"
"2003","Oct-03","989","186457","37"
"2003","Oct-03","990","235970","45"
"2003","Oct-03","992","270408","81"
"2003","Oct-03","1000","85630","80"
"2003","Oct-03","1001","151180","32"
"2003","Oct-03","1005","47322","36"
"2003","Oct-03","1006","18196","17"
"2003","Oct-03","1007","35276","7"
"2003","Oct-03","1008","6299","2"
"2003","Oct-03","1009","59818","50"
"2003","Oct-03","1014","2078","2"
"2003","Oct-03","1017","86294","25"
"2003","Oct-03","1034","131002","12"
"2003","Oct-03","1040","231855","17"
"2003","Oct-03","1041","96365","8"
"2003","Oct-03","1042","14487","1"
"2003","Oct-03","1044","58359","17"
"2003","Oct-03","1045","25383","10"
"2003","Oct-03","1046","1259","1"
"2003","Oct-03","1047","17636","7"
"2003","Oct-03","1053","135423","43"
"2003","Oct-03","1057","27835","17"
"2003","Oct-03","1058","27835","17"
"2003","Oct-03","1061","61026","34"
"2003","Oct-03","1062","61026","34"
"2003","Oct-03","1065","137096","37"
"2003","Oct-03","1066","137096","37"
"2003","Oct-03","1075","12471","4"
"2003","Oct-03","1076","12471","4"
"2003","Oct-03","1081","24942","9"
"2003","Oct-03","1082","24942","9"
"2003","Oct-03","1085","61894","58"
"2003","Oct-03","1086","61894","58"
"2003","Oct-03","1087","34329","10"
"2003","Oct-03","1088","34329","10"
"2003","Oct-03","1091","2173","1"
"2003","Oct-03","1092","2173","1"
"2003","Oct-03","1093","12463","18"
"2003","Oct-03","1094","12463","18"
"2003","Oct-03","1095","10580","7"
"2003","Oct-03","1096","10580","7"
"2003","Oct-03","1105","32564","11"
"2003","Oct-03","1106","32564","11"
"2003","Oct-03","1109","25194","10"
"2003","Oct-03","1110","25194","10"
"2003","Oct-03","1111","2897","2"
"2003","Oct-03","1112","2897","2"
"2003","Oct-03","1114","50951","26"
"2003","Oct-03","1116","100717","32"
"2003","Oct-03","1117","3590","1"
"2003","Oct-03","1120","30420","14"
"2003","Oct-03","1123","31872","10"
"2003","Oct-03","1131","67150","13"
"2003","Oct-03","1133","38742","5"
"2003","Oct-03","1139","229302","28"
"2003","Oct-03","1143","92601","14"
"2003","Oct-03","1144","84598","17"
"2003","Oct-03","1148","49132","13"
"2003","Oct-03","1155","112442","21"
"2003","Oct-03","1156","12409","3"
"2003","Oct-03","1157","4598","1"
"2003","Oct-03","1168","75211","17"
"2003","Oct-03","1173","180413","30"
"2003","Oct-03","1174","166305","24"
"2003","Oct-03","1181","438425","87"
"2003","Oct-03","1182","145670","77"
"2003","Oct-03","1184","30237","4"
"2003","Oct-03","1186","112567","23"
"2003","Oct-03","1188","67465","12"
"2003","Oct-03","1191","99583","31"
"2003","Oct-03","1196","84662","16"
"2003","Oct-03","1201","297963","43"
"2003","Oct-03","1202","73830","10"
"2003","Oct-03","1203","103744","27"
"2003","Oct-03","1213","87184","13"
"2003","Oct-03","1215","233002","56"
"2003","Oct-03","1226","178588","27"
"2003","Oct-03","1227","121129","32"
"2003","Oct-03","1228","18892","12"
"2003","Oct-03","1229","71049","24"
"2003","Oct-03","1230","201578","35"
"2003","Oct-03","1232","27716","6"
"2003","Oct-03","1285","9573","2"
"2003","Oct-03","1317","3873","1"
"2003","Oct-03","1318","3873","1"
"2003","Oct-03","1329","5099","3"
"2003","Oct-03","1330","5099","3"
"2003","Oct-03","1347","22326","6"
"2003","Oct-03","1348","22326","6"
"2003","Oct-03","1351","3905","1"
"2003","Oct-03","1352","3905","1"
"2003","Oct-03","1391","23796","14"
"2003","Oct-03","1392","23796","14"
"2003","Oct-03","1393","13636","3"
"2003","Oct-03","1394","13636","3"
"2003","Oct-03","1409","1259","1"
"2003","Oct-03","1410","1259","1"
"2003","Oct-03","1413","60590","13"
"2003","Oct-03","1414","60590","13"
"2003","Oct-03","1417","22672","6"
"2003","Oct-03","1418","22672","6"
"2003","Oct-03","1425","14674","4"
"2003","Oct-03","1426","14674","4"
"2003","Oct-03","1429","7211","2"
"2003","Oct-03","1430","7211","2"
"2003","Oct-03","1431","8187","2"
"2003","Oct-03","1432","8187","2"
"2003","Oct-03","1435","15587","4"
"2003","Oct-03","1436","15587","4"
"2003","Oct-03","1439","22044","5"
"2003","Oct-03","1440","22044","5"
"2003","Oct-03","1443","2612","2"
"2003","Oct-03","1444","2612","2"
"2003","Oct-03","1473","8187","2"
"2003","Oct-03","1474","8187","2"
"2003","Oct-03","1479","13415","3"
"2003","Oct-03","1480","13415","3"
"2003","Oct-03","1483","4246","5"
"2003","Oct-03","1484","4246","5"
"2003","Oct-03","1485","8376","2"
"2003","Oct-03","1486","8376","2"
"2003","Oct-03","1489","72421","23"
"2003","Oct-03","1490","72421","23"
"2003","Oct-03","1491","7305","2"
"2003","Oct-03","1492","7305","2"
"2003","Oct-03","1501","4409","1"
"2003","Oct-03","1502","4409","1"
"2003","Oct-03","1511","31964","7"
"2003","Oct-03","1512","31964","7"
"2003","Oct-03","1517","36265","18"
"2003","Oct-03","1518","36265","18"
"2003","Oct-03","1519","8563","4"
"2003","Oct-03","1520","8563","4"
"2003","Oct-03","1539","36278","8"
"2003","Oct-03","1540","36278","8"
"2003","Oct-03","1543","36844","9"
"2003","Oct-03","1544","36844","9"
"2003","Oct-03","1547","25318","6"
"2003","Oct-03","1548","25318","6"
"2003","Oct-03","1597","20083","11"
"2003","Oct-03","1749","20788","3"
"2003","Oct-03","1751","24568","3"
"2003","Oct-03","1765","2236","1"
"2003","Oct-03","1766","8693","1"
"2003","Oct-03","1768","10898","1"
"2003","Oct-03","1775","51026","6"
"2003","Oct-03","1777","16367","2"
"2003","Oct-03","1781","6929","1"
"2003","Oct-03","1786","7559","1"
"2003","Oct-03","1795","6798","1"
"2003","Oct-03","1797","11075","2"
"2003","Oct-03","1800","30215","4"
"2003","Oct-03","1808","1385","1"
"2003","Oct-03","1817","2708","1"
"2003","Oct-03","1818","77950","31"
"2003","Oct-03","1836","8817","5"
"2003","Oct-03","1838","28723","8"
"2003","Oct-03","1847","7683","5"
"2003","Oct-03","1859","33894","18"
"2003","Oct-03","1862","10581","4"
"2003","Oct-03","1870","50712","5"
"2003","Oct-03","1873","38931","4"
"2003","Oct-03","1878","56696","6"
"2003","Oct-03","1884","94494","10"
"2003","Oct-03","1894","17006","2"
"2003","Oct-03","1897","26080","3"
"2003","Oct-03","1903","19340","2"
"2003","Oct-03","1909","22107","9"
"2003","Oct-03","1915","78489","14"
"2003","Oct-03","1916","133882","39"
"2003","Oct-03","1920","40942","13"
"2003","Oct-03","1926","19582","17"
"2003","Oct-03","1927","19582","17"
"2003","Oct-03","1934","40934","25"
"2003","Oct-03","1935","40934","25"
"2003","Oct-03","1936","44627","13"
"2003","Oct-03","1937","44627","13"
"2003","Oct-03","1942","27205","18"
"2003","Oct-03","1943","27205","18"
"2003","Oct-03","1948","55746","15"
"2003","Oct-03","1949","55746","15"
"2003","Oct-03","1962","43077","24"
"2003","Oct-03","1963","43077","24"
"2003","Oct-03","1964","63152","59"
"2003","Oct-03","1965","63152","59"
"2003","Oct-03","1966","26643","9"
"2003","Oct-03","1967","26643","9"
"2003","Oct-03","1974","28387","41"
"2003","Oct-03","1975","28387","41"
"2003","Oct-03","1978","6299","2"
"2003","Oct-03","1979","6299","2"
"2003","Oct-03","1980","26200","13"
"2003","Oct-03","1981","26200","13"
"2003","Oct-03","1984","24248","11"
"2003","Oct-03","1987","46857","24"
"2003","Oct-03","1990","85033","27"
"2003","Oct-03","1991","11149","3"
"2003","Oct-03","1993","8690","6"
"2003","Oct-03","2005","36849","10"
"2003","Oct-03","2012","88566","19"
"2003","Oct-03","2016","73886","20"
"2003","Oct-03","2022","17258","6"
"2003","Oct-03","2026","30866","7"
"2003","Oct-03","2045","704567","139"
"2003","Oct-03","2046","15591","3"
"2003","Oct-03","2047","50771","11"
"2003","Oct-03","2049","75843","14"
"2003","Oct-03","2050","84663","14"
"2003","Oct-03","2053","78485","20"
"2003","Oct-03","2054","752337","114"
"2003","Oct-03","2055","567294","83"
"2003","Oct-03","2056","238134","60"
"2003","Oct-03","2064","505994","85"
"2003","Oct-03","2070","182682","29"
"2003","Oct-03","2071","351361","84"
"2003","Oct-03","2074","169318","42"
"2003","Oct-03","2081","83959","31"
"2003","Oct-03","2082","181412","45"
"2003","Oct-03","2083","158891","42"
"2003","Oct-03","2091","60460","32"
"2003","Oct-03","2094","120977","23"
"2003","Oct-03","2099","67905","14"
"2003","Oct-03","2112","41513","6"
"2003","Oct-03","2120","6866","1"
"2003","Oct-03","2121","15119","2"
"2003","Oct-03","2126","26457","5"
"2003","Oct-03","2128","4848","1"
"2003","Oct-03","2138","39811","8"
"2003","Oct-03","2141","5669","1"
"2003","Oct-03","2145","18645","4"
"2003","Oct-03","2149","52284","10"
"2003","Oct-03","2153","42647","6"
"2003","Oct-03","2159","5984","1"
"2003","Oct-03","2164","14740","3"
"2003","Oct-03","2167","6929","1"
"2003","Oct-03","2169","33450","5"
"2003","Oct-03","2171","49323","9"
"2003","Oct-03","2174","5039","1"
"2003","Oct-03","2180","26457","5"
"2003","Oct-03","2192","37791","15"
"2003","Oct-03","2199","27208","12"
"2003","Oct-03","2204","112982","64"
"2003","Oct-03","2205","112982","64"
"2003","Oct-03","2212","70644","66"
"2003","Oct-03","2213","70644","66"
"2003","Oct-03","2214","181412","45"
"2003","Oct-03","2215","181412","45"
"2003","Oct-03","2218","98621","58"
"2003","Oct-03","2219","98621","58"
"2003","Oct-03","2222","71174","26"
"2003","Oct-03","2223","71174","26"
"2003","Oct-03","2226","19527","5"
"2003","Oct-03","2227","19527","5"
"2003","Oct-03","2234","61191","72"
"2003","Oct-03","2235","61191","72"
"2003","Oct-03","2238","33250","22"
"2003","Oct-03","2239","33250","22"
"2003","Oct-03","2240","35322","33"
"2003","Oct-03","2241","35322","33"
"2003","Oct-03","2250","78591","52"
"2003","Oct-03","2251","78591","52"
"2003","Oct-03","2252","165374","101"
"2003","Oct-03","2253","165374","101"
"2003","Oct-03","2254","57186","79"
"2003","Oct-03","2255","57186","79"
"2003","Oct-03","2262","152938","42"
"2003","Oct-03","2263","152938","42"
"2003","Oct-03","2269","264364","75"
"2003","Oct-03","2270","30172","8"
"2003","Oct-03","2275","190482","48"
"2003","Oct-03","2277","200111","63"
"2003","Oct-03","2280","101270","54"
"2003","Oct-03","2284","259957","70"
"2003","Oct-03","2295","166562","16"
"2003","Oct-03","2331","837000","129"
"2003","Oct-03","2332","1430550","285"
"2003","Oct-03","2343","150174","28"
"2003","Oct-03","2352","194012","44"
"2003","Oct-03","2353","333417","67"
"2003","Oct-03","2354","134737","31"
"2003","Oct-03","2359","607373","116"
"2003","Oct-03","2371","75530","11"
"2003","Oct-03","2373","480396","66"
"2003","Oct-03","2374","148416","19"
"2003","Oct-03","2375","125676","15"
"2003","Oct-03","2379","32121","15"
"2003","Oct-03","2380","197533","56"
"2003","Oct-03","2384","294878","39"
"2003","Oct-03","2387","148034","25"
"2003","Oct-03","2388","423918","114"
"2003","Oct-03","2396","147711","138"
"2003","Oct-03","2400","48671","44"
"2003","Oct-03","2401","2015","1"
"2003","Oct-03","2406","1070","1"
"2003","Oct-03","2407","976","1"
"2003","Nov-03","4","38304","4"
"2003","Nov-03","10","8184","1"
"2003","Nov-03","31","109620","12"
"2003","Nov-03","36","45058","8"
"2003","Nov-03","76","62332","6"
"2003","Nov-03","86","56700","4"
"2003","Nov-03","89","10074","1"
"2003","Nov-03","92","102003","9"
"2003","Nov-03","93","37422","3"
"2003","Nov-03","94","42815","4"
"2003","Nov-03","103","133415","13"
"2003","Nov-03","133","24551","3"
"2003","Nov-03","141","8184","1"
"2003","Nov-03","144","5790","1"
"2003","Nov-03","163","47080","7"
"2003","Nov-03","164","13595","2"
"2003","Nov-03","174","16342","2"
"2003","Nov-03","176","9217","1"
"2003","Nov-03","187","17249","2"
"2003","Nov-03","223","10203","1"
"2003","Nov-03","227","19209","2"
"2003","Nov-03","238","4155","1"
"2003","Nov-03","241","5037","1"
"2003","Nov-03","247","4911","1"
"2003","Nov-03","248","13980","2"
"2003","Nov-03","267","45451","11"
"2003","Nov-03","269","5415","1"
"2003","Nov-03","270","5478","1"
"2003","Nov-03","297","17004","2"
"2003","Nov-03","299","17004","2"
"2003","Nov-03","300","18642","2"
"2003","Nov-03","306","28974","2"
"2003","Nov-03","318","10581","1"
"2003","Nov-03","321","22296","2"
"2003","Nov-03","325","20056","3"
"2003","Nov-03","331","22296","2"
"2003","Nov-03","351","14046","1"
"2003","Nov-03","356","5793","1"
"2003","Nov-03","360","9447","1"
"2003","Nov-03","382","22296","2"
"2003","Nov-03","396","1085373","99"
"2003","Nov-03","400","185680","20"
"2003","Nov-03","401","45536","4"
"2003","Nov-03","414","17001","3"
"2003","Nov-03","433","147524","14"
"2003","Nov-03","437","115933","12"
"2003","Nov-03","443","439731","43"
"2003","Nov-03","445","561519","53"
"2003","Nov-03","455","140200","12"
"2003","Nov-03","460","235551","22"
"2003","Nov-03","464","68012","9"
"2003","Nov-03","467","77903","7"
"2003","Nov-03","472","784841","68"
"2003","Nov-03","475","1007200","81"
"2003","Nov-03","481","38433","4"
"2003","Nov-03","486","94097","8"
"2003","Nov-03","488","263655","20"
"2003","Nov-03","491","395454","37"
"2003","Nov-03","493","802891","69"
"2003","Nov-03","495","206811","28"
"2003","Nov-03","498","440921","25"
"2003","Nov-03","499","339138","31"
"2003","Nov-03","500","64241","6"
"2003","Nov-03","502","1101615","83"
"2003","Nov-03","508","335916","29"
"2003","Nov-03","510","197448","18"
"2003","Nov-03","512","85396","30"
"2003","Nov-03","513","5667","1"
"2003","Nov-03","514","5667","1"
"2003","Nov-03","518","25187","4"
"2003","Nov-03","525","50440","8"
"2003","Nov-03","530","7433","1"
"2003","Nov-03","532","6927","1"
"2003","Nov-03","533","81859","13"
"2003","Nov-03","550","228451","44"
"2003","Nov-03","551","962738","87"
"2003","Nov-03","559","534369","69"
"2003","Nov-03","565","256769","24"
"2003","Nov-03","566","542159","46"
"2003","Nov-03","571","537642","85"
"2003","Nov-03","573","162014","43"
"2003","Nov-03","574","10430","1"
"2003","Nov-03","575","669501","60"
"2003","Nov-03","580","222894","23"
"2003","Nov-03","592","243366","21"
"2003","Nov-03","596","631260","66"
"2003","Nov-03","600","376444","42"
"2003","Nov-03","604","437989","74"
"2003","Nov-03","606","397410","98"
"2003","Nov-03","608","70195","6"
"2003","Nov-03","609","742817","73"
"2003","Nov-03","612","140729","12"
"2003","Nov-03","617","355515","35"
"2003","Nov-03","622","141404","14"
"2003","Nov-03","631","115132","26"
"2003","Nov-03","632","145341","30"
"2003","Nov-03","634","237371","22"
"2003","Nov-03","635","994978","94"
"2003","Nov-03","638","351058","29"
"2003","Nov-03","642","326277","30"
"2003","Nov-03","643","27714","2"
"2003","Nov-03","645","62953","7"
"2003","Nov-03","646","67549","6"
"2003","Nov-03","647","475754","43"
"2003","Nov-03","658","56054","5"
"2003","Nov-03","669","376668","23"
"2003","Nov-03","670","74948","7"
"2003","Nov-03","671","844153","75"
"2003","Nov-03","676","696934","68"
"2003","Nov-03","681","506668","59"
"2003","Nov-03","682","186241","16"
"2003","Nov-03","683","154060","15"
"2003","Nov-03","687","61926","11"
"2003","Nov-03","691","89986","21"
"2003","Nov-03","702","65823","19"
"2003","Nov-03","713","1952","1"
"2003","Nov-03","714","1952","1"
"2003","Nov-03","715","42007","23"
"2003","Nov-03","716","42007","23"
"2003","Nov-03","725","130852","98"
"2003","Nov-03","726","130852","98"
"2003","Nov-03","729","11149","3"
"2003","Nov-03","730","11149","3"
"2003","Nov-03","733","158735","40"
"2003","Nov-03","734","158735","40"
"2003","Nov-03","739","2078","1"
"2003","Nov-03","740","2078","1"
"2003","Nov-03","743","3275","1"
"2003","Nov-03","744","3275","1"
"2003","Nov-03","753","38485","13"
"2003","Nov-03","754","38485","13"
"2003","Nov-03","757","109039","123"
"2003","Nov-03","758","109039","123"
"2003","Nov-03","759","162230","92"
"2003","Nov-03","760","162230","92"
"2003","Nov-03","761","232777","112"
"2003","Nov-03","762","232777","112"
"2003","Nov-03","767","99359","87"
"2003","Nov-03","768","99359","87"
"2003","Nov-03","769","6299","2"
"2003","Nov-03","770","6299","2"
"2003","Nov-03","785","222377","321"
"2003","Nov-03","786","222377","321"
"2003","Nov-03","787","52911","14"
"2003","Nov-03","788","52911","14"
"2003","Nov-03","795","90136","27"
"2003","Nov-03","796","90136","27"
"2003","Nov-03","797","85477","23"
"2003","Nov-03","800","78734","25"
"2003","Nov-03","804","34009","18"
"2003","Nov-03","816","3968","1"
"2003","Nov-03","819","130718","11"
"2003","Nov-03","826","1402491","124"
"2003","Nov-03","854","139219","17"
"2003","Nov-03","862","14990","7"
"2003","Nov-03","863","29227","8"
"2003","Nov-03","895","69294","10"
"2003","Nov-03","905","13859","2"
"2003","Nov-03","906","95748","19"
"2003","Nov-03","910","139465","27"
"2003","Nov-03","914","62364","9"
"2003","Nov-03","915","373933","56"
"2003","Nov-03","921","12599","2"
"2003","Nov-03","922","28347","5"
"2003","Nov-03","927","845110","156"
"2003","Nov-03","930","113389","18"
"2003","Nov-03","936","18898","3"
"2003","Nov-03","940","116037","14"
"2003","Nov-03","946","200892","24"
"2003","Nov-03","952","15747","5"
"2003","Nov-03","954","499111","60"
"2003","Nov-03","964","638087","164"
"2003","Nov-03","966","472070","83"
"2003","Nov-03","967","412429","51"
"2003","Nov-03","976","679155","176"
"2003","Nov-03","979","66141","14"
"2003","Nov-03","981","96358","51"
"2003","Nov-03","989","95748","19"
"2003","Nov-03","990","182552","35"
"2003","Nov-03","992","210317","63"
"2003","Nov-03","1000","82418","77"
"2003","Nov-03","1001","80314","17"
"2003","Nov-03","1003","2078","2"
"2003","Nov-03","1005","31516","24"
"2003","Nov-03","1006","9633","9"
"2003","Nov-03","1007","15118","3"
"2003","Nov-03","1009","55033","46"
"2003","Nov-03","1017","64878","19"
"2003","Nov-03","1031","12597","1"
"2003","Nov-03","1034","131632","12"
"2003","Nov-03","1040","328020","24"
"2003","Nov-03","1041","203121","17"
"2003","Nov-03","1044","58359","17"
"2003","Nov-03","1045","27713","11"
"2003","Nov-03","1047","20155","8"
"2003","Nov-03","1053","94481","30"
"2003","Nov-03","1057","27835","17"
"2003","Nov-03","1058","27835","17"
"2003","Nov-03","1061","46667","26"
"2003","Nov-03","1062","46667","26"
"2003","Nov-03","1065","155836","42"
"2003","Nov-03","1066","155836","42"
"2003","Nov-03","1075","12408","4"
"2003","Nov-03","1076","12408","4"
"2003","Nov-03","1081","27714","10"
"2003","Nov-03","1082","27714","10"
"2003","Nov-03","1085","44581","42"
"2003","Nov-03","1086","44581","42"
"2003","Nov-03","1087","30896","9"
"2003","Nov-03","1088","30896","9"
"2003","Nov-03","1091","2173","1"
"2003","Nov-03","1092","2173","1"
"2003","Nov-03","1093","6924","10"
"2003","Nov-03","1094","6924","10"
"2003","Nov-03","1095","12091","8"
"2003","Nov-03","1096","12091","8"
"2003","Nov-03","1105","23683","8"
"2003","Nov-03","1106","23683","8"
"2003","Nov-03","1109","25194","10"
"2003","Nov-03","1110","25194","10"
"2003","Nov-03","1111","7210","5"
"2003","Nov-03","1112","7210","5"
"2003","Nov-03","1114","56934","29"
"2003","Nov-03","1116","151107","48"
"2003","Nov-03","1120","34766","16"
"2003","Nov-03","1123","6299","2"
"2003","Nov-03","1131","103307","20"
"2003","Nov-03","1133","92980","12"
"2003","Nov-03","1139","204734","25"
"2003","Nov-03","1143","145516","22"
"2003","Nov-03","1144","119433","24"
"2003","Nov-03","1148","64249","17"
"2003","Nov-03","1155","69607","13"
"2003","Nov-03","1156","20598","5"
"2003","Nov-03","1166","6425","1"
"2003","Nov-03","1168","79369","18"
"2003","Nov-03","1173","138964","23"
"2003","Nov-03","1174","180164","26"
"2003","Nov-03","1181","554331","110"
"2003","Nov-03","1182","124887","66"
"2003","Nov-03","1184","22678","3"
"2003","Nov-03","1186","48756","10"
"2003","Nov-03","1188","89261","16"
"2003","Nov-03","1191","86734","27"
"2003","Nov-03","1196","100536","19"
"2003","Nov-03","1201","339539","49"
"2003","Nov-03","1202","88192","12"
"2003","Nov-03","1203","130641","34"
"2003","Nov-03","1210","13859","2"
"2003","Nov-03","1213","80380","12"
"2003","Nov-03","1215","203900","49"
"2003","Nov-03","1226","310875","47"
"2003","Nov-03","1227","86926","23"
"2003","Nov-03","1228","22041","14"
"2003","Nov-03","1229","65128","22"
"2003","Nov-03","1230","283469","49"
"2003","Nov-03","1232","50393","11"
"2003","Nov-03","1317","15493","4"
"2003","Nov-03","1318","15493","4"
"2003","Nov-03","1329","3399","2"
"2003","Nov-03","1330","3399","2"
"2003","Nov-03","1347","37189","10"
"2003","Nov-03","1348","37189","10"
"2003","Nov-03","1351","3905","1"
"2003","Nov-03","1352","3905","1"
"2003","Nov-03","1379","3968","1"
"2003","Nov-03","1380","3968","1"
"2003","Nov-03","1391","8499","5"
"2003","Nov-03","1392","8499","5"
"2003","Nov-03","1393","4566","1"
"2003","Nov-03","1394","4566","1"
"2003","Nov-03","1413","32625","7"
"2003","Nov-03","1414","32625","7"
"2003","Nov-03","1417","15115","4"
"2003","Nov-03","1418","15115","4"
"2003","Nov-03","1425","33064","9"
"2003","Nov-03","1426","33064","9"
"2003","Nov-03","1429","14485","4"
"2003","Nov-03","1430","14485","4"
"2003","Nov-03","1435","23239","6"
"2003","Nov-03","1436","23239","6"
"2003","Nov-03","1439","4409","1"
"2003","Nov-03","1440","4409","1"
"2003","Nov-03","1443","2643","2"
"2003","Nov-03","1444","2643","2"
"2003","Nov-03","1449","1826","1"
"2003","Nov-03","1450","1826","1"
"2003","Nov-03","1451","4629","1"
"2003","Nov-03","1452","4629","1"
"2003","Nov-03","1473","16375","4"
"2003","Nov-03","1474","16375","4"
"2003","Nov-03","1483","7643","9"
"2003","Nov-03","1484","7643","9"
"2003","Nov-03","1489","66187","21"
"2003","Nov-03","1490","66187","21"
"2003","Nov-03","1491","10958","3"
"2003","Nov-03","1492","10958","3"
"2003","Nov-03","1501","4409","1"
"2003","Nov-03","1502","4409","1"
"2003","Nov-03","1511","36530","8"
"2003","Nov-03","1512","36530","8"
"2003","Nov-03","1517","38217","19"
"2003","Nov-03","1518","38217","19"
"2003","Nov-03","1539","68021","15"
"2003","Nov-03","1540","68021","15"
"2003","Nov-03","1543","49125","12"
"2003","Nov-03","1544","49125","12"
"2003","Nov-03","1547","25318","6"
"2003","Nov-03","1548","25318","6"
"2003","Nov-03","1597","16432","9"
"2003","Nov-03","1668","5165","1"
"2003","Nov-03","1734","5398","1"
"2003","Nov-03","1735","5398","1"
"2003","Nov-03","1750","4963","1"
"2003","Nov-03","1751","16379","2"
"2003","Nov-03","1765","6708","3"
"2003","Nov-03","1767","11969","1"
"2003","Nov-03","1768","32695","3"
"2003","Nov-03","1775","25513","3"
"2003","Nov-03","1777","29730","4"
"2003","Nov-03","1781","20788","3"
"2003","Nov-03","1786","37797","5"
"2003","Nov-03","1788","7245","1"
"2003","Nov-03","1793","6609","1"
"2003","Nov-03","1795","41290","6"
"2003","Nov-03","1797","16613","3"
"2003","Nov-03","1800","22044","3"
"2003","Nov-03","1803","16056","3"
"2003","Nov-03","1808","2771","2"
"2003","Nov-03","1812","1102","1"
"2003","Nov-03","1817","10833","4"
"2003","Nov-03","1818","75478","30"
"2003","Nov-03","1836","5290","3"
"2003","Nov-03","1838","39494","11"
"2003","Nov-03","1847","13854","9"
"2003","Nov-03","1859","39567","21"
"2003","Nov-03","1862","15872","6"
"2003","Nov-03","1870","50649","5"
"2003","Nov-03","1873","19277","2"
"2003","Nov-03","1878","47625","5"
"2003","Nov-03","1884","141741","15"
"2003","Nov-03","1891","17261","2"
"2003","Nov-03","1894","17450","2"
"2003","Nov-03","1895","17891","2"
"2003","Nov-03","1897","60602","7"
"2003","Nov-03","1903","28726","3"
"2003","Nov-03","1909","29476","12"
"2003","Nov-03","1915","89702","16"
"2003","Nov-03","1916","144181","42"
"2003","Nov-03","1920","25195","8"
"2003","Nov-03","1926","18134","16"
"2003","Nov-03","1927","18134","16"
"2003","Nov-03","1934","54033","33"
"2003","Nov-03","1935","54033","33"
"2003","Nov-03","1936","44627","13"
"2003","Nov-03","1937","44627","13"
"2003","Nov-03","1942","18136","12"
"2003","Nov-03","1943","18136","12"
"2003","Nov-03","1946","10110","3"
"2003","Nov-03","1947","10110","3"
"2003","Nov-03","1948","44596","12"
"2003","Nov-03","1949","44596","12"
"2003","Nov-03","1962","44872","25"
"2003","Nov-03","1963","44872","25"
"2003","Nov-03","1964","48167","45"
"2003","Nov-03","1965","48167","45"
"2003","Nov-03","1966","14802","5"
"2003","Nov-03","1967","14802","5"
"2003","Nov-03","1974","22848","33"
"2003","Nov-03","1975","22848","33"
"2003","Nov-03","1978","9448","3"
"2003","Nov-03","1979","9448","3"
"2003","Nov-03","1980","20154","10"
"2003","Nov-03","1981","20154","10"
"2003","Nov-03","1984","30861","14"
"2003","Nov-03","1985","3842","2"
