"Year","Month","Date","Revenue"
"2003","Jul-03","2003-07-14 00:00:00","836534.16"
"2003","Jul-03","2003-07-15 00:00:00","841768.83"
"2003","Jul-03","2003-07-16 00:00:00","793154.88"
"2003","Jul-03","2003-07-17 00:00:00","830149.11"
"2003","Jul-03","2003-07-18 00:00:00","419421.24"
"2003","Jul-03","2003-07-19 00:00:00","77127.12"
"2003","Jul-03","2003-07-20 00:00:00","736853.04"
"2003","Jul-03","2003-07-21 00:00:00","1279438.65"
"2003","Jul-03","2003-07-22 00:00:00","970921.98"
"2003","Jul-03","2003-07-23 00:00:00","1160231.94"
"2003","Jul-03","2003-07-24 00:00:00","1016244.81"
"2003","Jul-03","2003-07-25 00:00:00","491967.63"
"2003","Jul-03","2003-07-27 00:00:00","1134172.62"
"2003","Jul-03","2003-07-28 00:00:00","1072103.13"
"2003","Jul-03","2003-07-29 00:00:00","1209644.10"
"2003","Jul-03","2003-07-30 00:00:00","1456335.72"
"2003","Jul-03","2003-07-31 00:00:00","2400758.01"
"2003","Aug-03","2003-08-01 00:00:00","628764.57"
"2003","Aug-03","2003-08-03 00:00:00","1024434.81"
"2003","Aug-03","2003-08-04 00:00:00","1067764.32"
"2003","Aug-03","2003-08-05 00:00:00","1172394.09"
"2003","Aug-03","2003-08-06 00:00:00","1178846.55"
"2003","Aug-03","2003-08-07 00:00:00","946967.49"
"2003","Aug-03","2003-08-08 00:00:00","569974.86"
"2003","Aug-03","2003-08-10 00:00:00","1205607.69"
"2003","Aug-03","2003-08-11 00:00:00","1205664.39"
"2003","Aug-03","2003-08-12 00:00:00","1043375.76"
"2003","Aug-03","2003-08-13 00:00:00","1409747.85"
"2003","Aug-03","2003-08-14 00:00:00","1161623.61"
"2003","Aug-03","2003-08-15 00:00:00","734767.11"
"2003","Aug-03","2003-08-16 00:00:00","12974.22"
"2003","Aug-03","2003-08-17 00:00:00","946549.17"
"2003","Aug-03","2003-08-18 00:00:00","1406648.25"
"2003","Aug-03","2003-08-19 00:00:00","1479643.83"
"2003","Aug-03","2003-08-20 00:00:00","1517145.84"
"2003","Aug-03","2003-08-21 00:00:00","1512965.79"
"2003","Aug-03","2003-08-22 00:00:00","647448.48"
"2003","Aug-03","2003-08-23 00:00:00","2645.37"
"2003","Aug-03","2003-08-24 00:00:00","1675055.34"
"2003","Aug-03","2003-08-25 00:00:00","1944558.63"
"2003","Aug-03","2003-08-26 00:00:00","1990001.16"
"2003","Aug-03","2003-08-27 00:00:00","2538067.77"
"2003","Aug-03","2003-08-28 00:00:00","4170081.51"
"2003","Sep-03","2003-09-01 00:00:00","631122.03"
"2003","Sep-03","2003-09-02 00:00:00","3590.37"
"2003","Sep-03","2003-09-03 00:00:00","1343492.64"
"2003","Sep-03","2003-09-04 00:00:00","793881.90"
"2003","Sep-03","2003-09-05 00:00:00","1072690.29"
"2003","Sep-03","2003-09-06 00:00:00","1174482.54"
"2003","Sep-03","2003-09-07 00:00:00","1296114.75"
"2003","Sep-03","2003-09-08 00:00:00","663778.71"
"2003","Sep-03","2003-09-10 00:00:00","1552783.05"
"2003","Sep-03","2003-09-11 00:00:00","1531344.78"
"2003","Sep-03","2003-09-12 00:00:00","1600630.92"
"2003","Sep-03","2003-09-13 00:00:00","1620575.46"
"2003","Sep-03","2003-09-14 00:00:00","1661635.71"
"2003","Sep-03","2003-09-15 00:00:00","879383.61"
"2003","Sep-03","2003-09-17 00:00:00","2147929.56"
"2003","Sep-03","2003-09-18 00:00:00","1175172.39"
"2003","Sep-03","2003-09-19 00:00:00","3211357.59"
"2003","Sep-03","2003-09-20 00:00:00","2331430.92"
"2003","Sep-03","2003-09-21 00:00:00","2031746.22"
"2003","Sep-03","2003-09-22 00:00:00","1109246.04"
"2003","Sep-03","2003-09-24 00:00:00","2156666.40"
"2003","Sep-03","2003-09-25 00:00:00","2902097.52"
"2003","Sep-03","2003-09-26 00:00:00","2564618.49"
"2003","Sep-03","2003-09-27 00:00:00","2920650.39"
"2003","Sep-03","2003-09-28 00:00:00","3017954.52"
"2003","Sep-03","2003-09-29 00:00:00","1704855.60"
"2003","Sep-03","2003-09-30 00:00:00","7714988.19"
"2003","Oct-03","2003-10-01 00:00:00","1667454.39"
"2003","Oct-03","2003-10-02 00:00:00","1598166.36"
"2003","Oct-03","2003-10-03 00:00:00","1205997.03"
"2003","Oct-03","2003-10-04 00:00:00","1590279.39"
"2003","Oct-03","2003-10-05 00:00:00","792668.52"
"2003","Oct-03","2003-10-06 00:00:00","228396.42"
"2003","Oct-03","2003-10-07 00:00:00","1690775.10"
"2003","Oct-03","2003-10-08 00:00:00","1577766.96"
"2003","Oct-03","2003-10-09 00:00:00","1679144.67"
"2003","Oct-03","2003-10-10 00:00:00","1775091.15"
"2003","Oct-03","2003-10-11 00:00:00","1976570.82"
"2003","Oct-03","2003-10-12 00:00:00","1077839.28"
"2003","Oct-03","2003-10-13 00:00:00","184263.66"
"2003","Oct-03","2003-10-14 00:00:00","2017735.65"
"2003","Oct-03","2003-10-15 00:00:00","2428124.58"
"2003","Oct-03","2003-10-16 00:00:00","2155012.02"
"2003","Oct-03","2003-10-17 00:00:00","2140866.63"
"2003","Oct-03","2003-10-18 00:00:00","2254280.49"
"2003","Oct-03","2003-10-19 00:00:00","937865.88"
"2003","Oct-03","2003-10-20 00:00:00","2645.37"
"2003","Oct-03","2003-10-21 00:00:00","3124131.57"
"2003","Oct-03","2003-10-22 00:00:00","2993044.95"
"2003","Oct-03","2003-10-23 00:00:00","3084235.56"
"2003","Oct-03","2003-10-24 00:00:00","2433722.76"
"2003","Oct-03","2003-10-25 00:00:00","2425851.54"
"2003","Oct-03","2003-10-26 00:00:00","1336100.22"
"2003","Oct-03","2003-10-27 00:00:00","1763.37"
"2003","Oct-03","2003-10-28 00:00:00","3655772.82"
"2003","Oct-03","2003-10-29 00:00:00","4538685.06"
"2003","Oct-03","2003-10-30 00:00:00","8315364.33"
"2003","Nov-03","2003-11-01 00:00:00","1863363.60"
"2003","Nov-03","2003-11-02 00:00:00","1723433.67"
"2003","Nov-03","2003-11-03 00:00:00","594091.89"
"2003","Nov-03","2003-11-05 00:00:00","1629289.62"
"2003","Nov-03","2003-11-06 00:00:00","1743405.30"
"2003","Nov-03","2003-11-07 00:00:00","1710416.61"
"2003","Nov-03","2003-11-08 00:00:00","1622801.88"
"2003","Nov-03","2003-11-09 00:00:00","1613302.74"
"2003","Nov-03","2003-11-10 00:00:00","724935.33"
"2003","Nov-03","2003-11-11 00:00:00","16754.22"
"2003","Nov-03","2003-11-12 00:00:00","2015546.40"
"2003","Nov-03","2003-11-13 00:00:00","2295370.98"
"2003","Nov-03","2003-11-14 00:00:00","2231488.35"
"2003","Nov-03","2003-11-15 00:00:00","2283362.55"
"2003","Nov-03","2003-11-16 00:00:00","2253198.15"
"2003","Nov-03","2003-11-17 00:00:00","853329.33"
"2003","Nov-03","2003-11-19 00:00:00","2316829.41"
"2003","Nov-03","2003-11-20 00:00:00","2393056.89"
"2003","Nov-03","2003-11-21 00:00:00","2026073.70"
"2003","Nov-03","2003-11-22 00:00:00","2299838.31"
"2003","Nov-03","2003-11-23 00:00:00","2434835.97"
"2003","Nov-03","2003-11-24 00:00:00","283486.77"
"2003","Nov-03","2003-11-26 00:00:00","563809.68"
"2003","Nov-03","2003-11-27 00:00:00","3742253.55"
"2003","Nov-03","2003-11-28 00:00:00","3492148.59"
"2003","Nov-03","2003-11-29 00:00:00","3365718.30"
"2003","Nov-03","2003-11-30 00:00:00","7925907.15"
"2003","Dec-03","2003-12-01 00:00:00","37837.80"
"2003","Dec-03","2003-12-02 00:00:00","3444827.40"
"2003","Dec-03","2003-12-03 00:00:00","1460513.25"
"2003","Dec-03","2003-12-04 00:00:00","1452135.51"
"2003","Dec-03","2003-12-05 00:00:00","1229440.59"
"2003","Dec-03","2003-12-06 00:00:00","1732746.96"
"2003","Dec-03","2003-12-07 00:00:00","909796.86"
"2003","Dec-03","2003-12-09 00:00:00","1765751.40"
"2003","Dec-03","2003-12-10 00:00:00","1910946.87"
"2003","Dec-03","2003-12-11 00:00:00","2096723.79"
"2003","Dec-03","2003-12-12 00:00:00","2064833.82"
"2003","Dec-03","2003-12-13 00:00:00","2212100.10"
"2003","Dec-03","2003-12-14 00:00:00","884450.07"
"2003","Dec-03","2003-12-16 00:00:00","2118932.55"
"2003","Dec-03","2003-12-17 00:00:00","2346184.26"
"2003","Dec-03","2003-12-18 00:00:00","2956210.11"
"2003","Dec-03","2003-12-19 00:00:00","1891181.25"
"2003","Dec-03","2003-12-20 00:00:00","1904156.73"
"2003","Dec-03","2003-12-21 00:00:00","817967.43"
"2003","Dec-03","2003-12-22 00:00:00","2235.87"
"2003","Dec-03","2003-12-23 00:00:00","2491692.21"
"2003","Dec-03","2003-12-24 00:00:00","2879809.38"
"2003","Dec-03","2003-12-25 00:00:00","2656202.22"
"2003","Dec-03","2003-12-26 00:00:00","2669928.66"
"2003","Dec-03","2003-12-27 00:00:00","3399468.03"
"2003","Dec-03","2003-12-28 00:00:00","1925116.20"
"2003","Dec-03","2003-12-29 00:00:00","486140.76"
"2003","Dec-03","2003-12-30 00:00:00","8082384.03"
"2004","Jan-04","2004-01-01 00:00:00","1187577.09"
"2004","Jan-04","2004-01-02 00:00:00","1236220.02"
"2004","Jan-04","2004-01-03 00:00:00","1975422.96"
"2004","Jan-04","2004-01-04 00:00:00","5668.11"
"2004","Jan-04","2004-01-05 00:00:00","743789.97"
"2004","Jan-04","2004-01-06 00:00:00","2708.37"
"2004","Jan-04","2004-01-07 00:00:00","1842025.50"
"2004","Jan-04","2004-01-08 00:00:00","2070883.71"
"2004","Jan-04","2004-01-09 00:00:00","2217850.11"
"2004","Jan-04","2004-01-10 00:00:00","1796981.76"
"2004","Jan-04","2004-01-11 00:00:00","2208078.81"
"2004","Jan-04","2004-01-12 00:00:00","1047763.71"
"2004","Jan-04","2004-01-13 00:00:00","14361.48"
"2004","Jan-04","2004-01-14 00:00:00","2064647.97"
"2004","Jan-04","2004-01-15 00:00:00","2246181.21"
"2004","Jan-04","2004-01-16 00:00:00","1923464.97"
"2004","Jan-04","2004-01-17 00:00:00","2093513.31"
"2004","Jan-04","2004-01-18 00:00:00","2098635.21"
"2004","Jan-04","2004-01-19 00:00:00","1040715.90"
"2004","Jan-04","2004-01-20 00:00:00","3590.37"
"2004","Jan-04","2004-01-21 00:00:00","2117145.87"
"2004","Jan-04","2004-01-22 00:00:00","2383790.85"
"2004","Jan-04","2004-01-23 00:00:00","1991061.45"
"2004","Jan-04","2004-01-24 00:00:00","1719563.58"
"2004","Jan-04","2004-01-25 00:00:00","1822923.90"
"2004","Jan-04","2004-01-26 00:00:00","854860.86"
"2004","Jan-04","2004-01-27 00:00:00","8189.37"
"2004","Jan-04","2004-01-28 00:00:00","4187200.50"
"2004","Jan-04","2004-01-29 00:00:00","3530726.64"
"2004","Jan-04","2004-01-30 00:00:00","4071586.68"
"2004","Jan-04","2004-01-31 00:00:00","7642902.33"
"2004","Feb-04","2004-02-01 00:00:00","1772262.45"
"2004","Feb-04","2004-02-02 00:00:00","651304.08"
"2004","Feb-04","2004-02-04 00:00:00","2689015.77"
"2004","Feb-04","2004-02-05 00:00:00","1132928.37"
"2004","Feb-04","2004-02-06 00:00:00","1261743.84"
"2004","Feb-04","2004-02-07 00:00:00","1306038.51"
"2004","Feb-04","2004-02-08 00:00:00","1384976.25"
"2004","Feb-04","2004-02-09 00:00:00","561263.85"
"2004","Feb-04","2004-02-11 00:00:00","1593517.59"
"2004","Feb-04","2004-02-12 00:00:00","1729630.35"
"2004","Feb-04","2004-02-13 00:00:00","1836115.47"
"2004","Feb-04","2004-02-14 00:00:00","1395390.78"
"2004","Feb-04","2004-02-15 00:00:00","2112712.56"
"2004","Feb-04","2004-02-16 00:00:00","1206574.74"
"2004","Feb-04","2004-02-17 00:00:00","13858.11"
"2004","Feb-04","2004-02-18 00:00:00","1608693.03"
"2004","Feb-04","2004-02-19 00:00:00","1857511.53"
"2004","Feb-04","2004-02-20 00:00:00","1711386.18"
"2004","Feb-04","2004-02-21 00:00:00","1998784.62"
"2004","Feb-04","2004-02-22 00:00:00","1791587.07"
"2004","Feb-04","2004-02-23 00:00:00","844872.21"
"2004","Feb-04","2004-02-24 00:00:00","11811.87"
"2004","Feb-04","2004-02-25 00:00:00","2038224.51"
"2004","Feb-04","2004-02-26 00:00:00","2194741.08"
"2004","Feb-04","2004-02-27 00:00:00","2222815.14"
"2004","Feb-04","2004-02-28 00:00:00","2258522.91"
"2004","Feb-04","2004-02-29 00:00:00","5976508.86"
"2004","Mar-04","2004-03-01 00:00:00","288938.16"
"2004","Mar-04","2004-03-02 00:00:00","2341406.97"
"2004","Mar-04","2004-03-03 00:00:00","1231861.05"
"2004","Mar-04","2004-03-04 00:00:00","1473183.18"
"2004","Mar-04","2004-03-05 00:00:00","1170887.76"
"2004","Mar-04","2004-03-06 00:00:00","676957.68"
"2004","Mar-04","2004-03-07 00:00:00","5353.11"
"2004","Mar-04","2004-03-08 00:00:00","1468380.06"
"2004","Mar-04","2004-03-09 00:00:00","1192895.55"
"2004","Mar-04","2004-03-10 00:00:00","2048244.66"
"2004","Mar-04","2004-03-11 00:00:00","1690897.95"
"2004","Mar-04","2004-03-12 00:00:00","1525182.75"
"2004","Mar-04","2004-03-13 00:00:00","700517.79"
"2004","Mar-04","2004-03-14 00:00:00","9449.37"
"2004","Mar-04","2004-03-15 00:00:00","1351602.63"
"2004","Mar-04","2004-03-16 00:00:00","1756701.45"
"2004","Mar-04","2004-03-17 00:00:00","1444294.53"
"2004","Mar-04","2004-03-18 00:00:00","1436012.55"
"2004","Mar-04","2004-03-19 00:00:00","1643902.47"
"2004","Mar-04","2004-03-20 00:00:00","552916.35"
"2004","Mar-04","2004-03-21 00:00:00","1889.37"
"2004","Mar-04","2004-03-22 00:00:00","1604909.25"
"2004","Mar-04","2004-03-23 00:00:00","1525975.92"
"2004","Mar-04","2004-03-24 00:00:00","1438223.85"
"2004","Mar-04","2004-03-25 00:00:00","1653426.81"
"2004","Mar-04","2004-03-26 00:00:00","1698204.06"
"2004","Mar-04","2004-03-27 00:00:00","777024.36"
"2004","Mar-04","2004-03-28 00:00:00","3968.37"
"2004","Mar-04","2004-03-29 00:00:00","2863445.76"
"2004","Mar-04","2004-03-30 00:00:00","4802518.35"
"2004","Apr-04","2004-04-01 00:00:00","894790.89"
"2004","Apr-04","2004-04-02 00:00:00","958877.64"
"2004","Apr-04","2004-04-03 00:00:00","839619.27"
"2004","Apr-04","2004-04-04 00:00:00","407015.91"
"2004","Apr-04","2004-04-05 00:00:00","78642.27"
"2004","Apr-04","2004-04-06 00:00:00","998727.03"
"2004","Apr-04","2004-04-07 00:00:00","1146848.22"
"2004","Apr-04","2004-04-08 00:00:00","935762.94"
"2004","Apr-04","2004-04-09 00:00:00","1115661.33"
"2004","Apr-04","2004-04-10 00:00:00","1146554.01"
"2004","Apr-04","2004-04-11 00:00:00","588790.44"
"2004","Apr-04","2004-04-13 00:00:00","1319220.63"
"2004","Apr-04","2004-04-14 00:00:00","1541746.71"
"2004","Apr-04","2004-04-15 00:00:00","1433272.68"
"2004","Apr-04","2004-04-16 00:00:00","1267940.52"
"2004","Apr-04","2004-04-17 00:00:00","1119930.84"
"2004","Apr-04","2004-04-18 00:00:00","437571.54"
"2004","Apr-04","2004-04-19 00:00:00","84973.14"
"2004","Apr-04","2004-04-20 00:00:00","1399801.41"
"2004","Apr-04","2004-04-21 00:00:00","1457600.76"
"2004","Apr-04","2004-04-22 00:00:00","1456264.53"
"2004","Apr-04","2004-04-23 00:00:00","1423187.01"
"2004","Apr-04","2004-04-24 00:00:00","1064447.37"
"2004","Apr-04","2004-04-25 00:00:00","557980.29"
"2004","Apr-04","2004-04-26 00:00:00","86107.77"
"2004","Apr-04","2004-04-27 00:00:00","1211779.80"
"2004","Apr-04","2004-04-28 00:00:00","1486049.04"
"2004","Apr-04","2004-04-29 00:00:00","1472681.07"
"2004","Apr-04","2004-04-30 00:00:00","4849022.43"
"2004","May-04","2004-05-01 00:00:00","337775.13"
"2004","May-04","2004-05-02 00:00:00","2519.37"
"2004","May-04","2004-05-03 00:00:00","895114.08"
"2004","May-04","2004-05-04 00:00:00","981297.45"
"2004","May-04","2004-05-05 00:00:00","915405.12"
"2004","May-04","2004-05-06 00:00:00","728075.25"
"2004","May-04","2004-05-07 00:00:00","981345.33"
"2004","May-04","2004-05-08 00:00:00","356127.66"
"2004","May-04","2004-05-09 00:00:00","50616.72"
"2004","May-04","2004-05-10 00:00:00","1077141.87"
"2004","May-04","2004-05-11 00:00:00","1358811.09"
"2004","May-04","2004-05-12 00:00:00","1080727.83"
"2004","May-04","2004-05-13 00:00:00","1320121.53"
"2004","May-04","2004-05-14 00:00:00","1205297.10"
"2004","May-04","2004-05-15 00:00:00","669621.96"
"2004","May-04","2004-05-16 00:00:00","86021.46"
"2004","May-04","2004-05-17 00:00:00","883910.79"
"2004","May-04","2004-05-18 00:00:00","1289545.74"
"2004","May-04","2004-05-19 00:00:00","1031679.81"
"2004","May-04","2004-05-20 00:00:00","968339.61"
"2004","May-04","2004-05-21 00:00:00","1186986.15"
"2004","May-04","2004-05-22 00:00:00","707788.62"
"2004","May-04","2004-05-24 00:00:00","1123829.91"
"2004","May-04","2004-05-25 00:00:00","1261567.44"
"2004","May-04","2004-05-26 00:00:00","1512377.37"
"2004","May-04","2004-05-27 00:00:00","12596.85"
"2004","May-04","2004-05-28 00:00:00","1600958.52"
"2004","May-04","2004-05-29 00:00:00","1461504.87"
"2004","May-04","2004-05-30 00:00:00","559743.03"
"2004","Jun-04","2004-06-01 00:00:00","1328337.99"
"2004","Jun-04","2004-06-02 00:00:00","1008504.00"
"2004","Jun-04","2004-06-03 00:00:00","751822.47"
"2004","Jun-04","2004-06-04 00:00:00","778279.32"
"2004","Jun-04","2004-06-05 00:00:00","918550.08"
"2004","Jun-04","2004-06-06 00:00:00","355936.77"
"2004","Jun-04","2004-06-07 00:00:00","7307.37"
"2004","Jun-04","2004-06-08 00:00:00","838564.02"
"2004","Jun-04","2004-06-09 00:00:00","842258.34"
"2004","Jun-04","2004-06-10 00:00:00","1308536.46"
"2004","Jun-04","2004-06-11 00:00:00","1157992.92"
"2004","Jun-04","2004-06-12 00:00:00","1075513.32"
"2004","Jun-04","2004-06-13 00:00:00","608581.89"
"2004","Jun-04","2004-06-15 00:00:00","1221120.81"
"2004","Jun-04","2004-06-16 00:00:00","1311883.65"
"2004","Jun-04","2004-06-17 00:00:00","1248050.16"
"2004","Jun-04","2004-06-18 00:00:00","1166260.41"
"2004","Jun-04","2004-06-19 00:00:00","1438983.00"
"2004","Jun-04","2004-06-20 00:00:00","759835.44"
"2004","Jun-04","2004-06-21 00:00:00","14175.00"
"2004","Jun-04","2004-06-22 00:00:00","1863338.40"
"2004","Jun-04","2004-06-23 00:00:00","2047237.29"
"2004","Jun-04","2004-06-24 00:00:00","826643.79"
"2004","Jun-04","2004-06-25 00:00:00","8819.37"
"2004","Jun-04","2004-06-26 00:00:00","1585415.79"
"2004","Jun-04","2004-06-27 00:00:00","819189.00"
"2004","Jun-04","2004-06-28 00:00:00","31556.07"
"2004","Jun-04","2004-06-29 00:00:00","3049984.35"
"2004","Jun-04","2004-06-30 00:00:00","5897532.69"
"2004","Jul-04","2004-07-01 00:00:00","20147.40"
"2004","Jul-04","2004-07-02 00:00:00","1139128.83"
"2004","Jul-04","2004-07-03 00:00:00","260363.25"
"2004","Jul-04","2004-07-05 00:00:00","1478456.91"
"2004","Jul-04","2004-07-06 00:00:00","740848.50"
"2004","Jul-04","2004-07-07 00:00:00","751585.59"
"2004","Jul-04","2004-07-08 00:00:00","625453.29"
"2004","Jul-04","2004-07-09 00:00:00","836040.24"
"2004","Jul-04","2004-07-10 00:00:00","273125.16"
"2004","Jul-04","2004-07-11 00:00:00","34756.47"
"2004","Jul-04","2004-07-12 00:00:00","893691.54"
"2004","Jul-04","2004-07-13 00:00:00","1075915.89"
"2004","Jul-04","2004-07-14 00:00:00","893021.22"
"2004","Jul-04","2004-07-15 00:00:00","829635.03"
"2004","Jul-04","2004-07-16 00:00:00","986438.88"
"2004","Jul-04","2004-07-17 00:00:00","441837.27"
"2004","Jul-04","2004-07-18 00:00:00","11149.74"
"2004","Jul-04","2004-07-19 00:00:00","890489.88"
"2004","Jul-04","2004-07-20 00:00:00","988050.42"
"2004","Jul-04","2004-07-21 00:00:00","1043853.30"
"2004","Jul-04","2004-07-22 00:00:00","956348.82"
"2004","Jul-04","2004-07-23 00:00:00","993668.76"
"2004","Jul-04","2004-07-24 00:00:00","498547.35"
"2004","Jul-04","2004-07-26 00:00:00","888491.52"
"2004","Jul-04","2004-07-27 00:00:00","1362998.70"
"2004","Jul-04","2004-07-28 00:00:00","1201515.84"
"2004","Jul-04","2004-07-29 00:00:00","1228043.25"
"2004","Jul-04","2004-07-30 00:00:00","1720669.23"
"2004","Jul-04","2004-07-31 00:00:00","1454523.21"
"2004","Aug-04","2004-08-01 00:00:00","45201.24"
"2004","Aug-04","2004-08-02 00:00:00","1003391.55"
"2004","Aug-04","2004-08-03 00:00:00","765988.65"
"2004","Aug-04","2004-08-04 00:00:00","500279.22"
"2004","Aug-04","2004-08-05 00:00:00","1009300.95"
"2004","Aug-04","2004-08-06 00:00:00","750799.98"
"2004","Aug-04","2004-08-07 00:00:00","513553.95"
"2004","Aug-04","2004-08-09 00:00:00","1619888.76"
"2004","Aug-04","2004-08-10 00:00:00","1208111.31"
"2004","Aug-04","2004-08-11 00:00:00","1284017.49"
"2004","Aug-04","2004-08-12 00:00:00","999650.61"
"2004","Aug-04","2004-08-13 00:00:00","968158.17"
"2004","Aug-04","2004-08-14 00:00:00","714326.13"
"2004","Aug-04","2004-08-16 00:00:00","1269403.38"
"2004","Aug-04","2004-08-17 00:00:00","1702437.03"
"2004","Aug-04","2004-08-18 00:00:00","1328093.55"
"2004","Aug-04","2004-08-19 00:00:00","1234754.64"
"2004","Aug-04","2004-08-20 00:00:00","1291318.56"
"2004","Aug-04","2004-08-21 00:00:00","733406.31"
"2004","Aug-04","2004-08-23 00:00:00","1493609.67"
"2004","Aug-04","2004-08-24 00:00:00","1781977.68"
"2004","Aug-04","2004-08-25 00:00:00","1739574.27"
"2004","Aug-04","2004-08-26 00:00:00","1698247.53"
"2004","Aug-04","2004-08-27 00:00:00","2194990.56"
"2004","Aug-04","2004-08-28 00:00:00","2748472.02"
"2004","Aug-04","2004-08-29 00:00:00","301741.65"
"2004","Sep-04","2004-09-01 00:00:00","2067019.92"
"2004","Sep-04","2004-09-02 00:00:00","1810061.19"
"2004","Sep-04","2004-09-03 00:00:00","1223259.03"
"2004","Sep-04","2004-09-04 00:00:00","1358342.37"
"2004","Sep-04","2004-09-05 00:00:00","1540009.80"
"2004","Sep-04","2004-09-06 00:00:00","742944.51"
"2004","Sep-04","2004-09-07 00:00:00","60255.09"
"2004","Sep-04","2004-09-08 00:00:00","1657976.04"
"2004","Sep-04","2004-09-09 00:00:00","1653350.58"
"2004","Sep-04","2004-09-10 00:00:00","1868415.57"
"2004","Sep-04","2004-09-11 00:00:00","2003368.50"
"2004","Sep-04","2004-09-12 00:00:00","1925910.00"
"2004","Sep-04","2004-09-13 00:00:00","1079220.87"
"2004","Sep-04","2004-09-15 00:00:00","2305947.42"
"2004","Sep-04","2004-09-16 00:00:00","2412162.27"
"2004","Sep-04","2004-09-17 00:00:00","2254863.24"
"2004","Sep-04","2004-09-18 00:00:00","1870062.39"
"2004","Sep-04","2004-09-19 00:00:00","2112851.16"
"2004","Sep-04","2004-09-20 00:00:00","948373.65"
"2004","Sep-04","2004-09-22 00:00:00","2774783.97"
"2004","Sep-04","2004-09-23 00:00:00","2923182.36"
"2004","Sep-04","2004-09-24 00:00:00","2616529.86"
"2004","Sep-04","2004-09-25 00:00:00","2180839.50"
"2004","Sep-04","2004-09-26 00:00:00","3159602.46"
"2004","Sep-04","2004-09-27 00:00:00","1256553.27"
"2004","Sep-04","2004-09-28 00:00:00","497248.29"
"2004","Sep-04","2004-09-29 00:00:00","3464504.19"
"2004","Sep-04","2004-09-30 00:00:00","12549316.50"
"2004","Oct-04","2004-10-01 00:00:00","1110404.61"
"2004","Oct-04","2004-10-02 00:00:00","1519687.89"
"2004","Oct-04","2004-10-03 00:00:00","754016.76"
"2004","Oct-04","2004-10-04 00:00:00","18954.81"
"2004","Oct-04","2004-10-05 00:00:00","2080352.61"
"2004","Oct-04","2004-10-06 00:00:00","2058829.29"
"2004","Oct-04","2004-10-07 00:00:00","1883611.17"
"2004","Oct-04","2004-10-08 00:00:00","2171856.96"
"2004","Oct-04","2004-10-09 00:00:00","2236990.14"
"2004","Oct-04","2004-10-10 00:00:00","1135294.02"
"2004","Oct-04","2004-10-11 00:00:00","14486.85"
"2004","Oct-04","2004-10-12 00:00:00","2734411.68"
"2004","Oct-04","2004-10-13 00:00:00","2772000.63"
"2004","Oct-04","2004-10-14 00:00:00","2206517.04"
"2004","Oct-04","2004-10-15 00:00:00","2448068.49"
"2004","Oct-04","2004-10-16 00:00:00","2509383.24"
"2004","Oct-04","2004-10-17 00:00:00","1026857.16"
"2004","Oct-04","2004-10-18 00:00:00","6424.11"
"2004","Oct-04","2004-10-19 00:00:00","3258053.19"
"2004","Oct-04","2004-10-20 00:00:00","2348764.74"
"2004","Oct-04","2004-10-21 00:00:00","2408443.38"
"2004","Oct-04","2004-10-22 00:00:00","3269306.25"
"2004","Oct-04","2004-10-23 00:00:00","2212265.79"
"2004","Oct-04","2004-10-24 00:00:00","1478554.56"
"2004","Oct-04","2004-10-25 00:00:00","56816.55"
"2004","Oct-04","2004-10-26 00:00:00","3387407.31"
"2004","Oct-04","2004-10-27 00:00:00","3803718.87"
"2004","Oct-04","2004-10-28 00:00:00","3501828.54"
"2004","Oct-04","2004-10-29 00:00:00","4346460.09"
"2004","Oct-04","2004-10-30 00:00:00","8856836.73"
"2004","Nov-04","2004-11-01 00:00:00","427442.40"
"2004","Nov-04","2004-11-02 00:00:00","7553.07"
"2004","Nov-04","2004-11-03 00:00:00","1501737.30"
"2004","Nov-04","2004-11-04 00:00:00","2029985.37"
"2004","Nov-04","2004-11-05 00:00:00","1549035.81"
"2004","Nov-04","2004-11-06 00:00:00","1526451.57"
"2004","Nov-04","2004-11-07 00:00:00","1972341.00"
"2004","Nov-04","2004-11-08 00:00:00","977219.46"
"2004","Nov-04","2004-11-09 00:00:00","8313.48"
"2004","Nov-04","2004-11-10 00:00:00","2599984.17"
"2004","Nov-04","2004-11-11 00:00:00","2635186.05"
"2004","Nov-04","2004-11-12 00:00:00","2257065.72"
"2004","Nov-04","2004-11-13 00:00:00","2396639.07"
"2004","Nov-04","2004-11-14 00:00:00","2691634.05"
"2004","Nov-04","2004-11-15 00:00:00","1046991.33"
"2004","Nov-04","2004-11-16 00:00:00","16753.59"
"2004","Nov-04","2004-11-17 00:00:00","2707324.83"
"2004","Nov-04","2004-11-18 00:00:00","2922173.73"
"2004","Nov-04","2004-11-19 00:00:00","2548279.44"
"2004","Nov-04","2004-11-20 00:00:00","2006508.42"
"2004","Nov-04","2004-11-21 00:00:00","2699583.39"
"2004","Nov-04","2004-11-22 00:00:00","999554.22"
"2004","Nov-04","2004-11-23 00:00:00","13701.24"
"2004","Nov-04","2004-11-24 00:00:00","3124641.24"
"2004","Nov-04","2004-11-25 00:00:00","3683262.87"
"2004","Nov-04","2004-11-26 00:00:00","3384929.52"
"2004","Nov-04","2004-11-27 00:00:00","3603112.38"
"2004","Nov-04","2004-11-28 00:00:00","5294240.28"
"2004","Nov-04","2004-11-29 00:00:00","2541732.48"
"2004","Nov-04","2004-11-30 00:00:00","3290347.62"
